title,url,source,date,language,state,district,search_term,full_text,relevance_score
"Heatwave in North India, heavy rain in South: Tale of two extremes on Saturday",https://www.indiatoday.in/science/story/india-weather-forecast-may-23-2026-heatwave-north-heavy-rain-south-thunderstorm-2915713-2026-05-22,India Today,2026-05-22T20:06:45+05:30,en,Delhi,,"(heatwave OR ""heat wave"" OR ""severe heatwave"" OR ""extreme heat"" OR ""heat spell"" OR ""scorching heat"" OR ""blistering heat"" OR ""sweltering heat"" OR ""hot winds"" OR loo OR ""hot loo winds"") Delhi","Heatwave in North India, heavy rain in South: Tale of two extremes on Saturday
India faces a weather split on May 23, with severe heatwave conditions gripping Delhi, Uttar Pradesh, and the northwest plains even as heavy rain and thunderstorms lash the south and northeast.
Step outside in Delhi tomorrow and the air will hit you like a wall of fire. Step outside in Bengaluru, and you may want an umbrella.
India on Saturday, May 23, is a country of two weathers, one burning, one drenched, and the India Meteorological Department has warnings out for both.
FIRE IN THE NORTH
Delhi and the National Capital Region (NCR) will remain firmly in the grip of the heatwave.
The IMD has forecast maximum temperatures in the range of 43 to 45 degrees Celsius for the capital, with the minimum hovering between 27 and 29 degrees Celsius.
Strong surface winds, gusting to 40 kilometres per hour, are expected during the day. There is also a possibility of thunderous development in the morning, afternoon, or evening.
The situation is no better in the broader northwest. Severe heatwave conditions are very likely in several pockets of Uttar Pradesh, Madhya Pradesh, Punjab, Haryana, and Rajasthan.
In East Uttar Pradesh, temperatures have already touched 47.6 degrees Celsius, the highest recorded in the country in the past 24 hours.
Warm night conditions, where minimum temperatures remain far above normal, will also persist in isolated pockets of Uttar Pradesh and Vidarbha.
SOAKING IN THE SOUTH AND NORTHEAST
The picture is dramatically different in peninsular India. Bengaluru and surrounding areas can expect heavy and isolated very heavy rainfall during the evening and night hours.
Thundersqualls, with winds gusting up to 70 kilometres per hour, are likely over interior Karnataka, coastal Andhra Pradesh, and Rayalaseema.
Kerala and Lakshadweep will see widespread light to moderate rainfall with thunderstorms and gusty winds.
Isolated heavy showers are also likely over Tamil Nadu.
Meanwhile, the northeast will bear the brunt of the season's most intense rainfall. Very heavy rain is forecast for Arunachal Pradesh, Assam and Meghalaya, accompanied by thunderstorms and gusty winds.
WHAT YOU SHOULD DO
The IMD advises people in heatwave zones to avoid prolonged exposure to the Sun, wear loose, light-coloured clothing, and drink plenty of water.
Those in rain-affected areas should stay indoors, avoid sheltering under trees, and unplug electrical appliances during thunderstorms.",1.0
"Delhi: 1 patient admitted to RML Hospital for heat stroke now stable, another remains critical",https://www.devdiscourse.com/article/health/3918428-delhi-1-patient-admitted-to-rml-hospital-for-heat-stroke-now-stable-another-remains-critical,Devdiscourse,2026-05-22T19:18:02+05:30,en,Delhi,,"(heatwave OR ""heat wave"" OR ""severe heatwave"" OR ""extreme heat"" OR ""heat spell"" OR ""scorching heat"" OR ""blistering heat"" OR ""sweltering heat"" OR ""hot winds"" OR loo OR ""hot loo winds"") Delhi","Delhi: 1 patient admitted to RML Hospital for heat stroke now stable, another remains critical
One patient admitted to the RML Hospital for suspected heat stroke has shown improvement, while the other remains critical, amidst a severe heatwave in the national capital.
The condition of one of the two patients admitted to the RML Hospital over suspected heat stroke has improved while the other remains critical, hospital authorities said on Friday .
The national capital is under the grip of a spell of heatwave conditions, with Thursday recorded as the warmest May night in nearly 14 years.
Both patients were brought to the hospital on Thursday in an unconscious state with extremely high body temperatures and were immediately put on ventilator support and immersion cooling therapy.
The younger patient, a 24-year-old student from West Bengal, was admitted around 1.45 am after falling ill while travelling on a train, doctors said.
''He was travelling in a train and was suffering from vomiting, tiredness and loose motions. He was brought to the hospital by attendants in a state of unconsciousness. We immediately put him in ice water and tried to cool him down,'' Dr Ajay Chauhan, Director Professor of Medicine at the hospital, said on Thursday.
Doctors instituted immersion cooling therapy and later shifted him to the medical ward, where he continues to remain under intensive medical management.
The patient had symptoms including vomiting, loose motions, altered sensorium, faecal incontinence and extremely high body temperature. ''The 24-year-old patient is still critical,'' he said in an update on Friday.
The second patient, a man aged around 50 years, was brought to the hospital by police at around 10.45 am on Thursday in an unconscious state with very high body temperature. He was immediately intubated and placed on ventilator support and ice-cold water immersion cooling was also started, hospital authorities said.
Giving an update on his health on Friday, Chauhan said, ''The patient is now stable and conscious, though he remains disoriented.''.
Doctors at the hospital urged residents to remain cautious amid the severe heatwave and advised people to stay hydrated, consume fluids containing salts, avoid direct exposure to the sun and move to shaded areas while doing outdoor physical work.
(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)",1.0
Sweating for every rupee: Delhi heatwave tests gig workers’ breaking point,https://www.thehindubusinessline.com/news/sweating-for-every-rupee-delhi-heatwave-tests-gig-workers-breaking-point/article71011351.ece,The Hindu Business Line,2026-05-22T19:40:58+05:30,en,Delhi,,"(heatwave OR ""heat wave"" OR ""severe heatwave"" OR ""extreme heat"" OR ""heat spell"" OR ""scorching heat"" OR ""blistering heat"" OR ""sweltering heat"" OR ""hot winds"" OR loo OR ""hot loo winds"") Delhi","As Delhi’s temperature hovers around 44 degrees Celcius, gig workers delivering food, groceries and e-commerce parcels say the heatwave is pushing them to physical exhaustion even as the pressure to stay logged in and complete more trips leaves little room to rest.
For platform workers, income is tied directly to each completed ride or delivery. Taking a break means losing out on incentives and daily earnings in a business where there are no fixed salaries, paid leave or guaranteed income buffers. Coupled with this is the anxiety about algorithm-based penalisation by restriction of access to high-value orders, automated lockouts that freeze accounts for hours if requests are skipped and disqualification from essential daily bonus tiers.
“People are falling sick and anxious. But if we stop working, the income stops,” a delivery worker told businessline, not wishing to be identified.
Sangita (name changed) is a single mother supporting two children and ageing in-laws. Her husband left her some years ago. With no source of income, she trained as a masseuse and now does trips for Urban Company. That means lugging a heavy portable cot and other accessories for every trip. “You can’t stop,” said she, reflecting the precarity of app-based work, especially in times of extreme weather stress.
Seeking cover
Shaik Salauddin of the Indian Federation of App-Based Transport Workers has written to the government demanding the introduction of binding national heatwave protections for workers under the Code of Social Security, 2020.
Platforms say they are stepping up heat mitigation efforts for frontline workers. A Flipkart spokesperson said seasonal preparedness and frontline well-being are important elements of its operating model. “Seasonal adaptations based on local conditions have been made to ensure adequate availability of hydration and refreshment options for Wishmasters across hubs and during routes,” the spokesperson said.
According to Amazon India, measures such as advanced heat-index monitoring systems, structured breaks, job rotations, hydration guidelines, electrolyte supplements and first-aid readiness are built into the company’s daily operations.
Eternal, which owns Zomato and Blinkit, said it has strengthened insurance coverage, emergency and SOS support, as well as ramping up access to rest points and hydration facilities at dark stores and through restaurant partners.
Published on May 22, 2026",0.6833333333333333
"Delhi Records Hottest Night in 14 Years, Power Demand May Hit 9,000 MW - Outlook India",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOTllxNHJvMGZoM3EwRXIzbzk3Ti0zSXhaRFRNd05vSV9oeFhfbkFOT0hYUjN6Z0h4dlE1N3NuUFh2U29fZ1hGOE4ycFZXRFVrek44b0FsNlpNZXkyQXJrdTZmWkJEN1JPTVRyb2ljWFpWU05YLVEzM0htYXQzWkE5RnktSll3Mm0weVRoOWZoM1A1Ynl3ZmF6Q0VrcHJFc3pJR3BMVjNyblhVUdIBtwFBVV95cUxQSU9WMzRkS3JXRURHQ1ByN0hfSnVucGJUQnRka01sQ2haeXRSenBDUDRYazZUWlJXMExFZUVha2g5ZVhGQ0xmcFlLS1FQSktJU2JTbFNTWkNDNWVNZThPYk9UZno4ZmhDVHFka1NZZDVnck5NTW84NjdlZjJiY2hEU0FEenlMMEdQQ01UX3FNc20yeGNVMzVYRlp4SU1JVXY1c01oRFRWWGQ2Mll2YW1tV0FjdGw2YWc?oc=5,Outlook India,2026-05-22T15:16:10+05:30,en,Delhi,,"(""heat advisory"" OR ""heat action plan"" OR ""heat alert"" OR ""IMD warning"" OR ""IMD alert"" OR ""red alert"" OR ""orange alert"" OR ""yellow alert"" OR ""NDMA advisory"" OR ""cooling shelter"" OR ""relief measures"" OR ""heat compensation"" OR ""severe weather warning"") Delhi","According to the India Meteorological Department, at Delhi’s Safdarjung weather station, the minimum night temperature on Thursday was 31.9 degrees Celsius, marking the hottest May night in fourteen years.
The temperature is 5 degrees above normal for the month. Meanwhile, the maximum temperature day temperature on Thursday stood at 43.6°C, which was 3.4°C above normal.
The last time Delhi witnessed such high night temperature during the month was on May 26, 2012, when the minimum temperature recorded by IMD was 32.5°C.
Cooling Shelters Provide Respite
Cooling shelters set up across the Capital provide some respite as temperatures become dangerously high. Equipped with air coolers, fans, drinking water, and ORS, the shelters saw people stopping by throughout the day to escape the harsh weather.
On Wednesday, officials in one such shelter distributed water mixed with rehydration salts while people sat near coolers to recover from the heat.
“We had come here for an outing. But it is too hot here. The cooling system here is good for us,” 25-year-old tourist Basharat Ahmad Malla told AP.
Rise In Heatstroke Cases
Rising temperatures are beginning to impact the health of citizens, as the season’s first two heatstroke cases were recorded at Ram Manohar Lohia Hospital, with both patients in a critical condition.
Hospital officials said a 24-year-old student was brought to the hospital around 1.45 am after falling seriously ill while travelling on a train. Doctors said he was suffering from nausea, faecal incontinence and altered consciousness with body temperature exceeding 105°F.
Another patient, a 55-year-old man, was brought unconscious to the hospital by the police at around 10.45 am with body temperature of 104°F, officials said.
At the Sir Ganga Ram Hospital, doctors said there had been a noticeable rise in patients reporting heat-related symptoms.
“The temperature is rising. In Delhi, it is between 45 and 47 degrees, many more patients are coming to us,” Dr Atul Kakar, chairperson of the Department of Internal Medicine, reported ANI.
Doctors warn that prolonged exposure to extreme heat can lead to heatstroke, one of the most severe heat-related illnesses, capable of damaging the brain, kidneys, heart and muscles if treatment is delayed.
Power Demand Spikes
The extreme heat pushed Delhi’ electricity demands to record levels for the second consecutive day.
According to State Load Despatch Centre (SLDC) data, Delhi recorded a peak power demand of 8,231 megawatts at 3.31 pm on Thursday, narrowly below the all-time May high of 8,302 MW recorded on May 29 in 2024.
As reported by HT, Delhi’s peak power demand is expected to touch 9,000 MW this summer, with discoms already preparing for this expected surge.
Fire Reports Surge
The rise in temperature has led to multiple fire incidents. According to Delhi Fire Services data, the department has been receiving nearly one fire-related call every seven minutes this week.
Four major fires were reported on Thursday alone, including a PG accommodation in Tagore garden, two warehouses in Siraspur, a residential building in Gulabi Bagh and a forested area near the Yamuna floodplains. Fortunately, no casualties were reported.
Orange Alert Issued
Delhi remains under an orange heatwave alert on Friday with the IMD forecasting maximum temperatures between 43°C and 45°C under mainly clear skies. Strong surface winds of 15-25 kmph, gusting up to 35 kmph, are expected through the day amid continuing heatwave conditions across parts of the Capital.
The IMD has extended its “orange” alert for heatwave conditions till May 27. “In this likely scenario where lower tropospheric dry north-westerly to westerly winds are prevailing and the absence of a strong western disturbance, heatwave conditions will continue to impact Delhi till May 27,” the official said, as per Hindustan Times.
No Relief Expected
Weather experts said that Delhi is unlikely to benefit from a weak western disturbance that has begun affecting the western Himalayan region, and the national capital region will probably not see any significant drop in temperatures.",0.8
IMD issues Yellow Alert for Heatwave conditions in Delhi for next three days - Newsonair,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPMGp2ODgzNFdkVHFiaGlhUXI2WEppVXZDS3R3WXBseGdkVHpHQXR5bmdmZU02R18wSHdwNnhhZkRjeFVpRkhpU1FKZXZaMm5aRzQzTjYxWnV0UTEwZmhPeVBHRERHRllJZzlPZUsteVRqU1o4S3RBbzlTXzBERnZZNU0yWU1nYXFZWGtiRWVwRU9lWTNGZTQzZC1DOUExQjRuVmxVNWNJR2FEQQ?oc=5,Newsonair,2026-05-22T22:23:44+05:30,en,Delhi,,"""heatwave"" Delhi","The India Meteorological Department (IMD) has issued a yellow warning for heat wave conditions in the national capital for the next three days. According to IMD, isolated places in the city are likely to reel under intense heat during the day.
Akashvani’s correspondent reports that according to the Met Department, the maximum temperature in Delhi is expected to be around 43 to 45 degrees Celsius today, while the minimum temperature is likely to hover near 28 degrees Celsius. In the past 24 hours, the maximum temperatures in the national capital were in the range of 43-45 degrees while the minimum temperatures were in the range of around 27 degrees Celsius. As of yesterday, 44.6 degrees Celsius was recorded in the Ridge area station of IMD, Safdarjung station recorded 43.4 degrees Celsius, Lodi Road station 43.8 degrees Celsius, and 43.5 degrees Celsius was recorded at Palam station.",1.0
Delhi records 43.3 degree Celsius as heatwave conditions persist across national capital - Newsonair,https://news.google.com/rss/articles/CBMiugFBVV95cUxQdm5NXy1FYk9QZ1ZnNHhrWXdKd0pJZGgzdnNnUlJvaWQ2UHAxNnVBbXJTOHJBWXZGdDBpOUpkOS1jY0FVVU9YbFZRRHhvRkJUUmlLeS0yT0ZNNUN3R1NjOF9QQ1pGejM1c3hfdmh5T2MwQ2hYRjlHeUFqV3lSSkg5YUYwNFhOcGFwNUIxMXlRQzNPckZpQWZHVUNVOVVVeGlfMWFqTTBtTWhyc0dxT0NCRk5Jb2c5alJHRWc?oc=5,Newsonair,2026-05-22T22:13:32+05:30,en,Delhi,,"""heatwave"" Delhi","Delhi continued to reel under intense heatwave conditions, with day temperatures rising to around 43 degree Celsius today. The maximum temperature in the national capital was recorded at 43.3 degree Celsius, which is 3.1 degree above normal, while the minimum temperature settled at 29.3 degree Celsius, 2.6 degree above normal.
The India Meteorological Department (IMD) has forecast no respite from heatwave conditions in the coming days as the city is expected to experience the similar weather conditions for the next six days. For tomorrow, the maximum temperature in Delhi is expected to be around 45 degrees Celsius, while the minimum temperature is likely to hover near 27 degrees Celsius.",1.0
"Delhi-NCR Heatwave: Record Night Temperature, Rising Heatstroke Cases - Daily Pioneer",https://news.google.com/rss/articles/CBMimwFBVV95cUxPZmhoYm5xbnp1bzFDSFBobUZUUVpWV21jb0R5dC1LVEtqYUFMMl9LcVJGVFZQSzE2VWMxVnFZZUxodGJXLS1fWW9TTlM2Y3NiN1JMQkpWdXByR0lvWlBpZnBSNlhPSUg4MThIS3JITjFKaE5wakdyQnE2dHpmR0U5UWpvcDFQdjh0ajJjYVdZU25YWko5RHk3WDB1aw?oc=5,Daily Pioneer,2026-05-22T15:53:25+05:30,en,Delhi,,"""heatstroke"" Delhi","Capital records warmest May night in 14 years
The scorching summer heat has made life extremely difficult for residents of the national capital and surrounding areas, with Delhi-NCR reeling under an intense heatwave. Not only daytime temperatures but nighttime temperatures are also at record levels.
Thursday recorded the warmest night in the month of May in nearly 14 years as the minimum temperature settled at 31.9 degrees Celsius.
The last time the minimum temperature was higher than this was on May 26, 2012, when the minimum temperature settled at 32.5 degrees Celsius.
A 24-year-old man from West Bengal has become the first heatstroke patient to be admitted to Delhi’s Dr Ram Manohar Lohia Hospital this season. According to Dr Ajay Chauhan, Director Professor of Medicine at the hospital, the patient was brought to the emergency department around 1.45 am on the intervening night of May 20 and 21 after his condition deteriorated while travelling on a train.
Temperatures soared to 43-45 degrees Celsius for the fifth consecutive day on Thursday, leaving roads and markets deserted. With 45.3 degrees Celsius, Ridge was the hottest place in the national Capital on Thursday.
Many colony shopkeepers are closing their shops after noon to avoid the worst of the heat, while customers stay away. The biggest concern for residents is that there appears to be no immediate relief from the searing heat, with the Nautapa, a nine-day scorching heat beginning from May 25.
As the maximum temperatures soared, the electricity demand also reached a record level, breaking all records. Delhi power demand clocks 8231 MW, the highest ever in the first 21 days of May.
The last time the minimum temperature was higher than this was on May 26, 2012, when the minimum temperature settled at 32.5 degrees Celsius.",1.0
"India faces surge in heatstroke cases, patients critical in Delhi hospital - TimesLIVE",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPVGkwNV91SWJpVmFMbWoxd2FjbEo4YV9jN3lsdExVSFpBdkFBa2k1TURNNFZJRmRRWDdtczVRY3BITlJkbHpISTlDeTh0a0pEU1RxTlN1bkpEVzUtbTJSR1Y2RHhpSndzOEVFNTRXVnYxWEcyRXBHQ1pfR3IzczJWWXl0YkMycmJVLThJS2NrSmFodk5YLVZLcWNRT3AteHZWZTdyaWJyMXNMelRfSklXYm1rQURhalJEM0d2cWJIcHRwZw?oc=5,TimesLIVE,2026-05-22T15:02:37+05:30,en,Delhi,,"""heatstroke"" Delhi","Andhra Pradesh in India reported 325 suspected heatstroke cases between March 1 and May 19, with roughly a third of them reported since the start of May.
Heatstroke, a medical emergency caused by the body overheating, can trigger confusion, dizziness, nausea, seizures, loss of consciousness and organ failure if not treated promptly.
State authorities advised people to avoid going outdoors between 11am and 4pm when “heatwaves and extreme temperatures are at their peak”.
India’s capital Delhi and large parts of northern India are also forecast to face “heatwave to severe heatwave conditions” between May 22 and 27, India’s weather office said on Friday.
Two heatstroke patients have been admitted to a state-run hospital in Delhi and were critical, local media reported.
Severe heat has led to patients with diarrhoea and dehydration lining up at hospitals in some parts of the country and triggered water shortages in the western state of Gujarat, visuals from news agency ANI showed.
The India meteorological department declares a heatwave when the maximum temperature is at least 40°C in the plains and 30ºC in hilly regions, and is 4.5°C to 6.4°C above normal, or touches 45°C.
The highest maximum temperature so far this year, 48°C, was reported in Banda in the northern state of Uttar Pradesh this week, local media said.
India recorded more than 7,000 suspected heatstroke cases and 14 deaths between March and June last year. Over the same period in 2024, there were 40,000 suspected cases and 110 deaths.
Reuters",1.0
"Heatwave: दिल्ली-एनसीआर में हीट स्ट्रोक के दो मामले, डॉक्टर से जानिए कौन से लक्षण हैं तो तुरंत जाएं अस्पताल - Amar Ujala",https://news.google.com/rss/articles/CBMi5gFBVV95cUxQWUtqdDRFbF9rVGthSGNMaTk3SVJ0dHc1Vi1SWTZRcUdQRG1VMHRmLWdJOElYaF9rVFdsT0swbVRoYkhCZjBCVFB2OUt3M0FMSjZfdEJ1djNMS3lfN0szSmFDY0FOa0JNcWxBRFd3aU5ycTA2czFVZnZXUC1mVFhVbnBDbVMycjFhVF96R2NkbmdoNjlKZ2pKOGRvX0o3T1VfZzl2VWFLQ1o5TEhSYW9lME5PMVlPbkZYSkxCdENZdi1QV1FBUEwteVpleTNJR241TXBPM2FrdEdXcVN1OWk3R1JTQVRWUdIB6wFBVV95cUxQemNmX0o3b2dNWHBrX3lvT3VrbVQwUlM3dnVoNkdyTWxMYzlUWmE0ODlFT1RSR2JQa0RfV3RhME02eG9ELU1lQXdDQXh5a2ZKWVU4Wm1fUFI3azVkbGpWb3R1ZUlFVXBnZmxRVTRYNVpybEJzSWliUTRlTkIzODVYQWgxSUsycFE1bnBqWmw4U20tQ0Q2enhGcU1TcFpBeEZQeVhoWnJCb0NZRFlmQW0xcHczd3NXZGY3UlpJQWVtNjlQNEhrdTN6bldaeEVmY2F2NnAxZTBKR1UwVExhWTZ4YjFBZWdicGZjNGdR?oc=5,Amar Ujala,2026-05-22T16:33:39+05:30,hi,Delhi,,"(सूर्याघात OR तापाघात OR ""लू लगना"" OR ""लू से मौत"" OR ""गर्मी से मौत"" OR ""हीट स्ट्रोक"" OR ""सन स्ट्रोक"" OR ""लू से मरे"" OR निर्जलीकरण OR डिहाइड्रेशन OR ""अस्पताल में भर्ती"" OR ""गर्मी से बेहाल"" OR ""गर्मी से त्राहि-त्राहि"") Delhi","देश के ज्यादातर हिस्से इन दिनों भीषण गर्मी-लू की चपेट में हैं। लगातार बढ़ता हुआ तापमान सेहत के लिए मुश्किलें बढ़ाता जा रहा है। भारत मौसम विज्ञान विभाग (आईएमडी) ने दिल्ली, गाजियाबाद, नोएडा और गुरुग्राम के लिए ऑरेंज अलर्ट जारी किया है। शुक्रवार को दिल्ली में तापमान 45 डिग्री सेल्सियस तक दर्ज किया गया। मौसम विभाग ने राष्ट्रीय राजधानी में 26 मई तक लू चलने का पूर्वानुमान लगाया है।
{""_id"":""6a102392e7d826e7d70d22b4"",""slug"":""heat-stroke-cases-in-delhi-ncr-know-what-are-the-symptoms-and-when-to-visit-doctor-2026-05-22"",""type"":""photo-gallery"",""status"":""publish"",""title_hn"":""Heatwave: दिल्ली-एनसीआर में हीट स्ट्रोक के दो मामले, डॉक्टर से जानिए कौन से लक्षण हैं तो तुरंत जाएं अस्पताल"",""category"":{""title"":""Health & Fitness"",""title_hn"":""हेल्थ एंड फिटनेस"",""slug"":""fitness""}}
Heatwave: दिल्ली-एनसीआर में हीट स्ट्रोक के दो मामले, डॉक्टर से जानिए कौन से लक्षण हैं तो तुरंत जाएं अस्पताल
सार
हीट स्ट्रोक गर्मी से जुड़ी सबसे गंभीर मेडिकल इमरजेंसी मानी जाती है। इसमें दिल की धड़कन तेज हो जाती है और भ्रम, बेहोशी या दौरे तक आ सकते हैं। समय रहते डॉक्टर की मदद मिल जाए तो गंभीर खतरों से बचा जा सकता है। आइए जानते हैं आपको कब डॉक्टर के पास जाना चाहिए?
विज्ञापन
खबरें लगातार पढ़ने के लिए अमर उजाला एप डाउनलोड करें
या
वेबसाइट पर पढ़ना जारी रखने के लिए वीडियो विज्ञापन देखें
अगर आपके पास प्रीमियम मेंबरशिप है तो
Trending Videos
विज्ञापन
विज्ञापन
विज्ञापन",1.0
"दिल्ली में भीषण गर्मी से राहत नहीं, 28 मई तक लू का अलर्ट जारी - ThePrint Hindi",https://news.google.com/rss/articles/CBMitAFBVV95cUxObm9aY003TklEcEFQNEZxQ0tmWC1IOUpnS2JWQzRBaExaWXRvQ2JmMUlHSG9zMTVjVENhSGp3QjBId0xoZHVYSzFXT0JkMFRPYnRQSnUtVll2YkloZWtfQ0xrYklxTkh4TmpsSkdBVjV4Y0lzU0xweFFXcm13cXBteExRYWpMRFZScVI3Tzd4SS0tRWdGclhxbkMxaWlBUEpaazVhQlY5M3JzTzA4cW4yTDZfUDfSAboBQVVfeXFMT3p4RzlmNnliVEp4aHNFOW5FZEIwR1NuLXVRSU1yXzFKeXQ3TXhVaWRkOC1NaV9KMDNoN0prRXdkV0xnc3hOdU0zUVVyX213bTBHRlJtYnFocGNtS0FzbnVNT2xJT2RJU244RzVjNzRzSkVsWjlJMUtKeGhWQ2UtWUVXOTBVYXU4R0FHOURCaWR4M3NHb3hvS21IU1JGWXNpU3dxcHRXcndQNWVBNFp3U2FXUGpNeU5wRV93?oc=5,ThePrint Hindi,2026-05-22T22:35:23+05:30,hi,Delhi,,"(""हीट एक्शन प्लान"" OR ""गर्मी से राहत"" OR चेतावनी OR ""रेड अलर्ट"" OR ""ऑरेंज अलर्ट"" OR ""येलो अलर्ट"" OR एडवाइजरी OR ""राहत सामग्री"" OR ""राहत शिविर"" OR मुआवजा) Delhi","नयी दिल्ली, 22 मई (भाषा) राष्ट्रीय राजधानी में इस सप्ताह जारी भीषण गर्मी के दौर का असर शुक्रवार को भी बना रहा। तापमान सामान्य से ऊपर दर्ज किया गया, हालांकि मौसम विभाग ने कहा कि शहर में औपचारिक रूप से लू की स्थिति दर्ज नहीं की गई।
भारत मौसम विज्ञान विभाग (आईएमडी) ने 28 मई तक दिल्ली में लू की स्थिति को लेकर अलर्ट जारी किया है।
मौसम विभाग ने कहा कि पंजाब, हरियाणा और दिल्ली वाले विस्तृत क्षेत्र के कुछ हिस्सों में शुक्रवार को लू चलने जैसी परिस्थितियां रहीं, जबकि राजधानी का तापमान 43 डिग्री सेल्सियस से ऊपर बना रहा।
दिल्ली के प्रमुख मौसम विज्ञान केंद्र सफदरजंग में शुक्रवार को अधिकतम तापमान 43.3 डिग्री सेल्सियस दर्ज किया गया, जो सामान्य से 3.1 डिग्री अधिक और पिछले दिन की तुलना में 0.3 डिग्री कम था।
न्यूनतम तापमान 29.3 डिग्री सेल्सियस दर्ज किया गया, जो सामान्य से 2.6 डिग्री अधिक और पिछली रात की तुलना में 2.6 डिग्री कम था।
आईएमडी ने शनिवार के लिए न्यूनतम तापमान 28 डिग्री सेल्सियस और अधिकतम तापमान 44 डिग्री सेल्सियस रहने का अनुमान जताया है। साथ ही लू का अलर्ट भी जारी किया है।
स्काइमेट वेदर के महेश पलावत ने ‘पीटीआई-भाषा’ से कहा, “बृहस्पतिवार तक हवाएं राजस्थान और थार मरुस्थल की ओर से चल रही थीं, जिससे वातावरण बेहद शुष्क हो गया और अधिकतम तापमान में तेज बढ़ोतरी हुई। हालांकि अब हवा की दिशा बदल गई है, जिसके कारण शुक्रवार को तापमान में हल्की गिरावट दर्ज की गई।”
उन्होंने कहा कि पाकिस्तान और उससे सटे पंजाब-हरियाणा क्षेत्र पर बने चक्रवाती परिसंचरण के कारण कुछ स्थानों पर हल्की बारिश या गरज के साथ बौछारें पड़ने की संभावना है, लेकिन इसका दिन के तापमान पर खास असर नहीं पड़ेगा क्योंकि यह गतिविधि शाम और तड़के के समय होने की संभावना है।
पलावत ने कहा कि इसके बाद तापमान फिर बढ़ सकता है और पारा 45 डिग्री सेल्सियस तक पहुंचने का अनुमान है। साथ ही, हवाओं का रुख फिर से थार मरुस्थल की ओर होने के कारण लू की स्थिति दोबारा बन सकती है।
उन्होंने कहा, “ऐसी परिस्थितियां मई के अंत तक बनी रह सकती हैं। जून की शुरुआत से मानसून पूर्व गतिविधियां शुरू होने की संभावना है, जिससे लोगों को कुछ राहत मिल सकती है।”
पालम में शुक्रवार को अधिकतम तापमान 43.2 डिग्री सेल्सियस दर्ज किया गया, जो सामान्य से 2.5 डिग्री अधिक और पिछले दिन से 1.1 डिग्री कम था। न्यूनतम तापमान 28.7 डिग्री सेल्सियस रहा, जो सामान्य से 1.6 डिग्री अधिक और पिछले 24 घंटे में 1.8 डिग्री कम था।
लोधी रोड क्षेत्र में अधिकतम तापमान 43.4 डिग्री सेल्सियस दर्ज किया गया, जो सामान्य से 4.4 डिग्री अधिक और पिछले दिन की तुलना में 0.9 डिग्री कम था। न्यूनतम तापमान 27 डिग्री सेल्सियस रहा, जो सामान्य से 2 डिग्री अधिक और पिछली रात की तुलना में 2.6 डिग्री कम था।
रिज क्षेत्र में अधिकतम तापमान 44.4 डिग्री सेल्सियस दर्ज किया गया, जो सामान्य से 2.2 डिग्री अधिक और पिछले दिन से 0.9 डिग्री कम था। न्यूनतम तापमान 28.6 डिग्री सेल्सियस रहा, जो सामान्य से 2.4 डिग्री अधिक और पिछले 24 घंटे में 2 डिग्री कम था।
आयानगर में अधिकतम तापमान 43.5 डिग्री सेल्सियस दर्ज किया गया, जो सामान्य से 1.2 डिग्री अधिक और पिछले दिन से एक डिग्री कम था। न्यूनतम तापमान 28.8 डिग्री सेल्सियस रहा, जो सामान्य से 2.1 डिग्री अधिक और पिछली रात से 1.4 डिग्री अधिक था।
केंद्रीय प्रदूषण नियंत्रण बोर्ड (सीपीसीबी) के अनुसार, शुक्रवार शाम दिल्ली का वायु गुणवत्ता सूचकांक (एक्यूआई) 183 दर्ज किया गया, जो ‘‘मध्यम’’ श्रेणी में आता है।
सीपीसीबी के मानकों के अनुसार, शून्य से 50 के बीच एक्यूआई को ‘‘अच्छा’’, 51 से 100 को ‘‘संतोषजनक’’, 101 से 200 को ‘‘मध्यम’’, 201 से 300 को ‘‘खराब’’, 301 से 400 को ‘‘बहुत खराब’’ और 401 से 500 को ‘‘गंभीर’’ श्रेणी में माना जाता है।
भाषा रवि कांत रवि कांत नरेश
नरेश
यह खबर ‘भाषा’ न्यूज़ एजेंसी से ‘ऑटो-फीड’ द्वारा ली गई है. इसके कंटेंट के लिए दिप्रिंट जिम्मेदार नहीं है.",1.0
